Sinhala,English
"සෑම කොනක ඇති අලෙවිසැලක්ම ගෙවුම් දුරකථන හෝ සාමාන්‍ය දුරකථන හරහා භාවිත කළ හැකි පෙරගෙවුම් කාඩ්පත්වලින් පිරී පවතී.
","Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones.
"
"බොහෝ කාඩ්පත් ඕනෑම ස්ථානයකට ඇමතුම් ගැනීමට හොඳ අතර, සමහර ඒවා විශේෂිත රටවල් කාණ්ඩ වෙත ලාභදායී මිලකට ඇමතුම් ගැනීමේ හැකියාව ලබා දේ.
","While most cards are good for calling anywhere, some specialise in providing favourable call rates to specific groups of countries.
"
"මෙම සේවාවලට පිවිසුම බොහෝ විට සිදු වන්නේ මුදල් අය කිරීමකින් තොරව බොහෝ දුරකථනවලින් ඇමතිය හැකි ගාස්තු රහිත දුරකථන අංකයක් හරහා වේ.
","Access to these services is often through a toll-free telephone number that can be called from most phones without charge.
"
"නිතිපතා ඡායාරූපකරණය පිළිබඳ රීති වීඩියෝ පටිගත කිරීම සඳහා ද බොහෝ විට ඊටත් වඩා අදාළ වේ.
","Rules regarding regular photography also apply to video recording, possibly even more so.
"
"යම් දෙයක ඡායාරූපයක් ගැනීමට ඉඩ නොදෙන්නේ නම්, ඔබ එහි වීඩියෝවක් පටිගත කිරීම ගැනවත් නොසිතිය යුතුය.
","If just taking a photo of something isn't allowed, then you shouldn't even think of recording a video of it.
"
"ඩ්‍රෝනයක් භාවිතා කරන්නේ නම්, ඔබට රූගත කිරීමට අවසර ඇත්තේ මොනවා ද සහ එයට අවශ්‍ය අනුමැතීන් හෝ අතිරේක බලපත්‍ර මොනවා ද යනාදිය කල්තියා ම හොඳින් පරීක්ෂා කරගන්න.
","If using a drone, check well in advance as to what you are allowed to film and what permits or additional licensing are required.
"
"ඔබේ ප්‍රදේශයේ නීති විරෝධී නොවූවත්, ගුවන් තොටුපලක් අසල හෝ ජනකායකට ඉහළන් ඩ්‍රෝනයක් පියාසර කරවීම සම්පූර්ණයෙන්ම පාහේ වැරදි අදහසකි.
","Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.
"
"මේ කාලයේ, පළමුව තොරතුරු සෙවීමෙන් හා මිල ගණන් සංසන්දනය කිරීමෙන් තොරව, කෙලින්ම ගුවන් සේවයෙන් ගුවන් ගමන් වෙන්කරවා ගැනීම දුලබ වේ.
","Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.
"
"සමහර විට එකම ගුවන් ගමන සඳහා විවිධ ආයතනවල අධික ලෙස වෙනස් වන ගාස්තු පැවතිය හැකි අතර, සෙවුම් ප්‍රතිඵල සංසන්දනය සඳහා මුදල් ගෙවන අතරම, ප්‍රවේශපත්‍ර වෙන් කිරීමට පෙර ගුවන් සේවයේම වෙබ් අඩවිය ද පරීක්ෂා කරන්න.
","Sometimes the same flight can have vastly differing prices at various agregators and it pays to compare search results and to also look at the website of the airline itself before booking.
"
"සංචාරකයෙකු ලෙස හෝ ව්‍යාපාරයක් සඳහා ඇතැම් රටවලට කෙටි සංචාර සඳහා ඔබට වීසා බලපත්‍රයක් අවශ්‍ය නොවිය හැකි අතර, ජාත්‍යන්තර ශිෂ්‍යයෙකු ලෙස එහි යෑම සාමාන්‍යයෙන් අනියම් සංචාරකයෙකු ලෙස එහි යෑමට වඩා වැඩි කාලයක් රැඳී සිටීම අවශ්‍ය වේ.
","While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist.
"
"පොදුවේ, දීර්ඝ කාලයක් විදේශ රටක රැඳී සිටීම සඳහා ඔබ කල් ඇතිව වීසා බලපත්‍රයක් ලබා ගැනීමට අවශ්‍ය වෙයි.
","In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance.
"
"ශිෂ්‍ය වීසා බලපත්‍ර සඳහා සාමාන්‍යයෙන් සාමාන්‍ය සංචාරක හෝ ව්‍යාපාරික වීසා බලපත්‍රවලින් වෙනස් අවශ්‍යතා සහ අයදුම් කිරීමේ ක්‍රියා පටිපාටි ඇත.
","Student visas generally have different requirements and application procedures from normal tourist or business visas.
"
"බොහෝ රටවලට, ඔබ අධ්‍යාපනය ලැබීමට අදහස් කරන ආයතනය වෙතින් පිරිනැමුම් ලිපියක් සහ අවම වශයෙන් ඔබගේ පාඨමාලාවේ පළමු වසර තුළ ඔබගේ වියදම් සපුරා ගැනීමට අරමුදල් ඇති බවට සාක්ෂි අවශ්‍ය වේ.
","For most countries, you will need an offer letter from the institution you wish to study at, and also evidence of funds to support yourself for at least the first year of your course.
"
