low_res,high_res
"සිසිරයේ දී, උතුරු ඇමරිකාවේ හොඳම හිම මත ලිස්සා යෑමේ අවස්ථා රසවිඳින්න, ගිම්හානයේ දී අවසර ඇති පරිදි කඳුකර පාපැදි ධාවන රසය විඳින්න.
","In the winter, enjoy some of the best skiing in North America, and in the summer try some authentic mountain biking.
"
"ආදි සිසුවෙක් පැවසුවේ, 'සිසුන්ගේ මිතුරා මෙන්ම ඔහු පන්තියේ දී ග්‍රාම්‍ය වචන භාවිතා කළ බවත්, සටහන් වල ප්‍රේම කුසලතා ඉගැන්වූ බවත්' ය.
","A former student said that he 'used slang in class, taught dating skills in notes, and was just like the students' friend.'
"
"වනජීවීන් යනු ඡායාරූපකරුවකු සඳහා වඩාත්ම අභියෝගාත්මක මුඛ්‍යාංගවල අතර එකක් වන අතර, ඒ සඳහා වාසනාව, ඉවසීම, අත්දැකීම් සහ සුදුසු උපකරණ ආදියෙහි සංකලනයක් අවශ්‍ය වේ.
","Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.
"
"හිටපු ඔලිම්පික් හා ලෝක ශූරයකු ද වූ සයිටෝ මිය යන විට සමස්ත ජපාන ජූඩෝ කමිටුවේ සම්මේලනයේ පුහුණු කමිටුවේ සභාපතිවරයාව සිටියේ ය.
","As well as a former Olympic and World champion, Saito was the All Japan Judo Federation training committee chairman at the time of his death.
"
"ජාත්‍යන්තර ගුවන් තොටුපොලවල් හෝ ඉදිරිපෙළ ඇතුළු වීමේ ස්ථානවලින් ඉක්වදෝරයට ඇතුල් වීමට පෙර කියුබානු පුරවැසියන් හට ඇරයුම් ලිපියක් ලැබී තිබීම ඉක්වදෝරය විසින් අපේක්ෂා කරයි.
","Ecuador requires that Cuban citizens receive an invitation letter prior to entering Ecuador through international airports or frontier admission points.
"
"උගේ දෙවන නිය වඩා විශාල වූ බැවින්, ""බස්නාහිර නිය"" යන්න අර්ථ ගැන්වෙන හෙස්පරොනිෂස් යන නාමය ඇති කර ගන්නා ලදී.
","Its second claw was larger, giving rise to the name Hesperonychus which means ""western claw.""
"
"ඔබට ගෙන ඒමට හැකි සහ නොහැකි දේ මොනවාද යන්න ඔබ දන්නා බවට සහතික කරගන්න, එමෙන්ම නීත්‍යනුකූල සීමාවට එපිටින් ඇති සියල්ල ප්‍රකාශ කරන්න.
","Make sure you know what you can and cannot bring in and declare anything over the legal limits.
"
"ටෝනාඩෝ, ගස් මුලිනුදුරා දමමින්, ගොඩනැගිලිවල කොටස් කඩා දමමින් වාහන ඉහළ අහසට විසි කර දමයි. ඉතාම ප්‍රචණ්ඩ වන සියයට දෙකක් පමණ වන ටෝනාඩෝ පැය තුනකට වඩා වැඩි වේලාවක් පවතී.
","Tornadoes uproot trees, rip boards from buildings, and fling cars up into the sky. The most violent two percent of tornadoes last more than three hours.
"
"එමිරේට්ස්, එතිහාඩ්  ගුවන් සේවය, කටාර්  ගුවන් සේවයසහ තුර්කි ගුවන් සේවය වැනි ගුවන් සමාගම් අප්‍රිකාවට සිය සේවාවන් විශාල වශයෙන් ව්‍යාප්ත කර ඇති අතර, අනෙකුත් යුරෝපීය ගුවන් සමාගම් වලට වඩා තරඟකාරී මිල ගණන් යටතේ අප්‍රිකානු ප්‍රධාන නගර බොහොමයකට සම්බන්ධතා ලබා දෙයි.
","Airlines such as Emirates, Etihad Airways, Qatar Airways & Turkish Airlines have greatly expanded their services to Africa, and offer connections to many major African cities at competitive rates than other European airlines.
"
"2009 වර්ෂයේ හංගේරියානු ග්‍රෑන්ඩ් ප්‍රික්ස් තරඟාවලිය අතරතුර ඇතිවූ අනතුරින් බ්‍රසීලියානුවාගේ හිසට තදබල තුවාල ඇතිවිය.
","The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.
"
"දේශීය මාධ්‍ය වාර්තා කළඒ සම්බන්ධව කටයුතු කරත් දී අතර ගුවන් තොටුපොළ ගිනි නිවන වාහනය පෙරළී ගිය බවයි.
","Local media reports an airport fire vehicle rolled over while responding.
"
"පසුගිය මාසයේ, පෝලන්තය ACTA ගිවිසුමට අත්සන් තැබීමත් සමග එරට පැවති විරෝධතා හේතුවෙන්, දැනට පෝලන්ත රජය ගිවිසුම අනුමත නොකිරීමට තීරණය කර තිබේ.
","Last month, there were major protests in Poland when that country signed ACTA, which has led to the Polish government deciding not to ratify the agreement, for now.
"
"අද දියුණු වී ඇති රටවල් තුළ, සුපිරි ඇඳන් සහ උදෑසන ආහාර සැපයිමේ යම් කලාත්මක භාවයක් ඇති කර තිබේ.
","In developed countries today, providing deluxe bed and breakfasts has been raised to a sort of art-form.
"
